GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_v,car_v,shiftLevel,均值,方差,标准差,均方根误差,坡度
2284.0,97377.34,121.51368653,37.43330127,49.38,91.28,3.5964,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04717849500009304
2284.0,97377.45,121.51368779,37.43330124,49.38,91.37,3.4632,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08288877213026313
2284.0,97377.55,121.51368893,37.43330122,49.39,91.48,3.7224,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06660240528863083
2284.0,97377.65,121.51369007,37.43330123,49.4,91.49,3.726,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.03402286917403144
2284.0,97377.75,121.5136912,37.43330116,49.4,91.54,3.4812,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06831864511097076
2284.0,97377.85,121.51369232,37.43330117,49.41,91.59,3.5964,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.051220657251072395
2284.0,97377.94,121.51369334,37.43330112,49.41,91.66,3.6612,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09749139754441392
2284.0,97378.05,121.51369457,37.43330112,49.42,91.64,3.798,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08644255888870174
2284.0,97378.15,121.51369568,37.43330112,49.43,91.6,3.51,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07141860032817131
2284.0,97378.25,121.51369674,37.43330109,49.44,91.69,3.1896,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05348594239184333
2284.0,97378.35,121.51369784,37.43330107,49.44,91.75,3.258,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1099050478793969
2284.0,97378.44,121.5136988,37.43330104,49.45,91.81,3.6324,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10401817968950348
2284.0,97378.55,121.51369993,37.43330102,49.46,91.71,3.7548,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10761245270563978
2284.0,97378.65,121.51370097,37.433301,49.47,91.66,3.6396,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08959057291287766
2284.0,97378.75,121.51370203,37.43330095,49.48,91.68,3.2256,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07090869614029059
2284.0,97378.85,121.5137031,37.43330092,49.49,91.76,3.2436000000000003,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.052669082896755946
2284.0,97378.94,121.51370409,37.43330084,49.49,91.92,3.3372,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0988915531327001
2284.0,97379.05,121.51370528,37.43330083,49.5,91.95,3.4668,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08564838962311751
2284.0,97379.15,121.51370637,37.43330081,49.51,91.95,3.6792,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06925348626901379
2284.0,97379.25,121.51370749,37.43330077,49.52,91.96,3.8664000000000014,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.034734937153001626
2284.0,97379.35,121.51370859,37.43330081,49.52,91.88,3.5892,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06879362084235431
2284.0,97379.44,121.51370957,37.43330077,49.53,91.95,3.4848,4,3.890625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04741800717204119
2284.0,97379.55,121.51371083,37.43330077,49.53,91.94,3.3912,4,3.890625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09940216110795341
2284.0,97379.65,121.51371195,37.43330069,49.54,92.04,3.6576,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0976282435772527
2284.0,97379.75,121.51371309,37.43330065,49.55,92.05,3.7872,4,3.953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0977382877268428
2284.0,97379.85,121.51371427,37.4333006,49.56,91.99,4.1148,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09783143693649576
2284.0,97379.95,121.51371544,37.43330052,49.57,92.01,3.69,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08187725528813933
2284.0,97380.04,121.5137165,37.4333005,49.58,92.05,3.3948,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0624923793550795
2284.0,97380.15,121.5137178,37.43330041,49.59,92.18,3.618,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.032870759761050534
2284.0,97380.25,121.51371893,37.43330043,49.59,92.19,3.6792,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06466187050671422
2284.0,97380.34,121.51372001,37.43330039,49.6,92.24,3.9888,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04520789680733582
2284.0,97380.45,121.51372135,37.43330036,49.6,92.28,3.9708,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09572523495523226
2284.0,97380.54,121.51372243,37.43330031,49.61,92.28,3.931200000000002,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08991988650517815
2284.0,97380.65,121.51372376,37.43330027,49.62,92.24,3.978,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0952743785731279
2284.0,97380.75,121.51372495,37.43330022,49.63,92.21,3.8088,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09700604055898354
2284.0,97380.85,121.51372613,37.43330018,49.64,92.26,3.6792,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09768195504847488
2284.0,97380.95,121.51372732,37.43330008,49.65,92.29,3.78,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09677852567994334
2284.0,97381.04,121.51372839,37.43330004,49.66,92.24,3.9636,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0895978471674355
2284.0,97381.14,121.51372961,37.43329994,49.67,92.2,3.9672000000000014,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08907964846983768
2284.0,97381.25,121.51373096,37.43329983,49.68,92.22,3.8736,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07972088244320381
2284.0,97381.35,121.51373215,37.43329978,49.69,92.21,3.7332,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0652510771917945
2284.0,97381.45,121.51373332,37.43329969,49.7,92.3,3.7728,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04887730363377883
2284.0,97381.55,121.5137345,37.43329968,49.7,92.29,3.78,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09844588556865208
2284.0,97381.64,121.51373556,37.43329965,49.71,92.26,3.830400000000002,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09280929826125593
2284.0,97381.75,121.51373685,37.43329963,49.72,92.27,3.8484,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08179700377697485
2284.0,97381.85,121.51373799,37.43329961,49.73,92.23,3.5892,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06474793632522473
2284.0,97381.95,121.51373916,37.43329958,49.74,92.19,3.8124,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04981508799435115
2284.0,97382.05,121.51374032,37.43329954,49.74,92.07,3.7368,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10025689955401347
2284.0,97382.15,121.51374148,37.43329947,49.75,92.0,3.6432,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10150159637797947
2284.0,97382.24,121.51374249,37.43329943,49.76,91.93,3.6144,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07856691737795893
2284.0,97382.35,121.51374375,37.43329933,49.77,91.89,3.6756,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06620770761526519
2284.0,97382.45,121.51374488,37.4332993,49.78,91.85,3.6324,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.032823756862424926
2284.0,97382.55,121.51374603,37.43329927,49.78,91.84,3.6432,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06690942193044479
2284.0,97382.65,121.51374718,37.43329928,49.79,91.85,3.6828,4,3.953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05025561188852084
2284.0,97382.75,121.51374833,37.43329928,49.79,91.87,3.7116,4,3.953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08374535149935214
2284.0,97382.84,121.51374935,37.43329932,49.8,91.83,3.8592,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06256869184952785
2284.0,97382.95,121.51375062,37.43329931,49.81,91.84,3.9564,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05070797246641524
2284.0,97383.05,121.51375178,37.43329932,49.81,91.69,3.6972,4,3.890625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10496507923701599
2284.0,97383.15,121.51375289,37.43329928,49.82,91.61,3.3516000000000004,4,3.875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09041610183961982
2284.0,97383.25,121.51375389,37.43329929,49.83,91.6,3.1428000000000003,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06865231243145994
2284.0,97383.35,121.51375503,37.43329922,49.84,91.69,3.2508000000000004,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05170331180095529
2284.0,97383.44,121.51375601,37.4332992,49.84,91.72,3.9096,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09556392779312699
2284.0,97383.55,121.51375722,37.43329919,49.85,91.67,4.0104000000000015,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08313097733126358
2284.0,97383.65,121.51375843,37.43329916,49.86,91.65,3.9960000000000004,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07210044014379105
2284.0,97383.75,121.51375949,37.43329917,49.87,91.57,3.6576,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05451740672470921
2284.0,97383.85,121.51376055,37.43329912,49.87,91.58,3.1284,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10919474507909412
2284.0,97383.94,121.51376153,37.43329906,49.88,91.71,2.9988,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08782500117102873
2284.0,97384.05,121.51376261,37.43329902,49.89,91.74,3.0528,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06963204959995925
2284.0,97384.15,121.51376372,37.43329896,49.9,91.86,3.5928,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.14909148418753362
2284.0,97384.24,121.5137647,37.43329895,49.9,91.73,4.0464,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.2630214624645291
2284.0,97384.35,121.51376591,37.43329894,49.91,91.77,4.0068,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.5256025718894213
2284.0,97384.45,121.51376735,37.43329937,49.8,91.67,3.7584,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.1333786947704021
2284.0,97384.55,121.51376851,37.43329932,49.81,91.75,3.2616,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.3234130984897706
2284.0,97384.65,121.51376965,37.43329943,49.75,91.86,3.0708,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.03436237804543369
2284.0,97384.74,121.51377068,37.43329939,49.76,92.06,3.5388,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.12998660004923793
2284.0,97384.84,121.51377184,37.43329944,49.73,92.15,3.9816,4,3.875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.03286601975695579
2284.0,97384.95,121.51377302,37.43329948,49.74,92.11,3.9348,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.03407580347318334
2284.0,97385.05,121.51377414,37.43329955,49.73,92.02,4.0788,4,3.875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.017132894540250344
2284.0,97385.15,121.51377524,37.43329961,49.74,91.86,3.7404,4,3.890625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.06911003663012628
2284.0,97385.25,121.51377631,37.43329966,49.73,91.83,3.1068,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.01670002887087889
2284.0,97385.35,121.51377747,37.43329967,49.73,91.9,3.1644,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,-0.016769182773635614
2284.0,97385.44,121.51377849,37.433299700000006,49.72,91.93,3.726,4,3.953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.062461623382629464
2284.0,97385.55,121.51377975,37.43329973,49.73,91.75,3.8628,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0327677917462284
2284.0,97385.65,121.51378092,37.43329976,49.73,91.46,4.0212,4,3.953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06780441236865606
2284.0,97385.75,121.51378205,37.43329977,49.74,91.2,3.8160000000000003,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05185977002198984
2284.0,97385.85,121.51378319,37.43329981,49.74,90.82,3.5496,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10518897763245827
2284.0,97385.94,121.5137842,37.43329979999999,49.75,90.57,3.5244,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0820692319606127
2284.0,97386.04,121.51378531,37.43329979999999,49.76,90.22,3.3804,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06398527305414527
2284.0,97386.15,121.51378652,37.43329979999999,49.77,89.86,3.636,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.049311524946370394
2284.0,97386.25,121.51378767,37.43329979,49.77,89.54,3.4416,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08388973488377253
2284.0,97386.35,121.51378882,37.43329978,49.78,89.31,3.4812,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06737419153316487
2284.0,97386.45,121.51378996,37.43329979,49.79,89.04,3.3876,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05078053969386087
2284.0,97386.54,121.51379098,37.43329982,49.79,88.75,3.8448,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07980764726057046
2284.0,97386.65,121.51379224,37.4332999,49.8,88.4,3.6684,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06815483208850383
2284.0,97386.75,121.51379334,37.43329995,49.81,88.09,3.8124,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.051616554189258056
2284.0,97386.85,121.51379444,37.43329998,49.81,87.76,3.6108,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08472000165086806
2284.0,97386.95,121.51379558,37.43330001,49.82,87.39,3.4056,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0679984614976469
2284.0,97387.04,121.51379658,37.4333,49.83,87.17,3.4308,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.031508284027145596
2284.0,97387.15,121.51379784,37.4333001,49.83,86.75,3.5028,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.050301347104983345
2284.0,97387.25,121.51379897,37.43330021,49.84,86.45,3.7512,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.01680611999125354
2284.0,97387.35,121.51380006,37.43330041,49.84,86.07,3.8376,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0338524303000937
2284.0,97387.45,121.51380113,37.43330065,49.84,85.8,3.7152,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0660906542067734
2284.0,97387.55,121.51380226,37.43330086,49.85,85.55,3.6936,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04954726131614047
2284.0,97387.64,121.51380328,37.43330101,49.85,85.39,3.6036,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07687528583314718
2284.0,97387.75,121.51380456,37.43330119,49.86,85.04,3.5892,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06644582067516952
2284.0,97387.85,121.51380569,37.43330134,49.87,84.73,3.6,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05022232979623868
2284.0,97387.95,121.51380686,37.43330144,49.87,84.36,3.8484,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0846956673123478
2284.0,97388.04,121.51380788,37.43330155,49.88,83.95,3.9564,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06346407870058278
2284.0,97388.14,121.51380905,37.43330165,49.89,83.65,3.87,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.032159582812905735
2284.0,97388.25,121.51381027,37.43330186,49.89,83.29,3.5028,4,3.953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07002221356040472
2284.0,97388.35,121.51381137,37.43330202,49.9,83.12,3.3768,4,3.9140625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.03626245389401772
2284.0,97388.45,121.5138124,37.43330223,49.9,82.96,3.24,4,3.9140625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07108757729406144
2284.0,97388.54,121.51381337,37.43330239,49.91,82.81,3.6648,4,3.875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.049693152864176394
2284.0,97388.64,121.51381441,37.43330261,49.91,82.5,3.8592,4,3.875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07932329278178309
2284.0,97388.75,121.51381564,37.43330279,49.92,82.32,3.978,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06718580544440192
2284.0,97388.85,121.51381673,37.43330296,49.93,82.07,3.7872,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04992760513325319
2284.0,97388.95,121.51381788,37.43330311,49.93,81.93,3.6396,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08383479995997872
2284.0,97389.04,121.51381895,37.43330323,49.94,81.91,3.5352,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06472189456554626
2284.0,97389.14,121.51382009,37.43330334,49.95,81.98,3.4848,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04866671761949029
2284.0,97389.25,121.51382129,37.4333035,49.95,82.0,3.6252,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08548027275933678
2284.0,97389.35,121.5138224,37.43330363,49.96,82.07,3.7188,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07027613560186295
2284.0,97389.45,121.51382346,37.43330383,49.97,82.09,3.8016,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.036251728197280515
2284.0,97389.55,121.51382452,37.43330401,49.97,82.01,3.4308,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07428126619737528
2284.0,97389.65,121.51382551,37.43330417,49.98,82.05,3.1932,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.054792231122689994
2284.0,97389.74,121.51382647,37.43330431,49.98,82.15,2.9808,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08719080764158435
2284.0,97389.85,121.51382757,37.43330446,49.99,82.29,3.1212,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07113287289364845
2284.0,97389.95,121.51382859999998,37.43330458,50.0,82.41,3.4236,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.052774543776622274
2284.0,97390.05,121.51382965,37.43330472,50.0,82.46,3.7728,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10241735953559233
2284.0,97390.15,121.51383076,37.43330482,50.01,82.54,3.902400000000001,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08438211319567958
2284.0,97390.24,121.51383176,37.43330494,50.02,82.48,3.5604,4,3.875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0622488665347561
2284.0,97390.35,121.51383302,37.43330501,50.03,82.55,3.618,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.03257110013749552
2284.0,97390.45,121.51383417,37.43330509,50.03,82.56,3.3480000000000003,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0651207528440458
2284.0,97390.55,121.51383535,37.43330512,50.04,82.64,3.4560000000000004,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.05087783308957229
2284.0,97390.65,121.51383648,37.43330517,50.04,82.72,3.6072,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08424052230458032
2284.0,97390.75,121.51383763,37.43330522,50.05,82.82,4.0356000000000005,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06713360872720647
2284.0,97390.84,121.5138386,37.43330535,50.06,82.79,3.931200000000002,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04512516498382211
2284.0,97390.95,121.51383989,37.43330552,50.06,82.94,3.931200000000002,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07777903553757685
2284.0,97391.05,121.51384105,37.43330570000001,50.07,83.13,3.7836,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06161651667102401
2284.0,97391.15,121.51384227,37.43330589,50.08,83.25,3.830400000000002,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.030899951826667302
2284.0,97391.25,121.5138435,37.43330606,50.08,83.49,3.7872,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06230133181219197
2284.0,97391.34,121.51384461,37.43330621,50.09,83.63,3.9708,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.029583627780667577
2284.0,97391.45,121.51384593,37.43330636,50.09,83.77,3.798,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06189729299405977
2284.0,97391.55,121.51384715,37.43330647,50.1,83.88,3.9168,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.031694727392992776
2284.0,97391.65,121.51384834,37.4333066,50.1,83.95,3.726,4,4.1015625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.06282773796876928
2284.0,97391.75,121.51384957,37.43330668,50.11,84.15,3.9132,4,4.125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.04736674566190701
2284.0,97391.84,121.51385063,37.43330684,50.11,84.17,4.0212,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0876403737312303
2284.0,97391.95,121.51385198,37.43330695,50.12,84.43,4.2408,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09216304168400742
2284.0,97392.05,121.51385319,37.43330711,50.13,84.46,3.8484,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09326771408532517
2284.0,97392.15,121.51385442,37.43330718,50.14,84.63,3.8376,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09293454910276044
2284.0,97392.25,121.51385565,37.43330725,50.15,84.77,3.8556,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.07706586456301635
2284.0,97392.34,121.51385677,37.43330728,50.16,84.88,3.834,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.057742935976504435
2284.0,97392.45,121.51385814,37.43330734,50.17,85.11,3.9816,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.045629389629629126
2284.0,97392.55,121.51385938,37.4333074,50.17,85.27,3.9924,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.09144215557073174
2284.0,97392.65,121.51386062,37.43330749,50.18,85.43,4.1328,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0766698812240819
2284.0,97392.75,121.51386184,37.43330762,50.19,85.49,3.924,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.046051307908360456
2284.0,97392.85,121.51386307,37.43330771,50.2,85.67,3.8196,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.015429391925368253
